Volumenindex des Auftragseingangs, Vorleistungsgüter, Inland
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/01/2021;97,0;0,9;97,5;-1,5
01/02/2021;100,4;12,6;99,3;1,8
01/03/2021;119,5;27,3;104,6;5,3
01/04/2021;101,3;50,3;99,9;-4,5
01/05/2021;97,7;45,6;100,2;0,3
01/06/2021;107,6;45,2;104,3;4,1
01/07/2021;102,7;16,7;100,8;-3,4
01/08/2021;90,2;15,6;96,5;-4,3
01/09/2021;96,5;9,2;97,4;0,9
01/10/2021;96,4;-2,9;96,5;-0,9
01/11/2021;100,7;-3,6;96,6;0,1
01/12/2021;89,8;2,5;99,0;2,5
01/01/2022;101,9;5,1;98,8;-0,2
01/02/2022;98,0;-2,4;96,7;-2,1
01/03/2022;112,0;-6,3;98,0;1,3
01/04/2022;93,9;-7,3;95,6;-2,4
01/05/2022;97,5;-0,2;93,8;-1,9
01/06/2022;93,9;-12,7;94,2;0,4
01/07/2022;95,5;-7,0;97,0;3,0
01/08/2022;87,5;-3,0;91,2;-6,0
01/09/2022;89,5;-7,3;90,2;-1,1
01/10/2022;86,7;-10,1;90,4;0,2
01/11/2022;93,2;-7,4;89,5;-1,0
01/12/2022;91,4;1,8;100,7;12,5
01/01/2023;94,8;-7,0;88,9;-11,7
01/02/2023;89,9;-8,3;89,7;0,9
01/03/2023;98,8;-11,8;86,4;-3,7
01/04/2023;84,9;-9,6;89,2;3,2
01/05/2023;86,7;-11,1;86,2;-3,4
01/06/2023;85,6;-8,8;83,2;-3,5
01/07/2023;79,0;-17,3;80,3;-3,5
01/08/2023;82,9;-5,3;86,3;7,5
01/09/2023;80,0;-10,6;83,4;-3,4
01/10/2023;83,8;-3,3;84,7;1,6
01/11/2023;86,5;-7,2;83,2;-1,8
01/12/2023;82,2;-10,1;94,5;13,6
01/01/2024;88,7;-6,4;82,1;-13,1
01/02/2024;84,0;-6,6;81,0;-1,3
01/03/2024;82,4;-16,6;79,5;-1,9
01/04/2024;83,5;-1,6;79,3;-0,3
01/05/2024;77,3;-10,8;78,7;-0,8
01/06/2024;80,0;-6,5;81,2;3,2
01/07/2024;86,8;9,9;82,6;1,7
01/08/2024;74,5;-10,1;80,1;-3,0
01/09/2024;73,5;-8,1;76,7;-4,2
01/10/2024;78,6;-6,2;76,9;0,3
01/11/2024;80,4;-7,1;80,0;4,0
01/12/2024;66,8;-18,7;78,4;-2,0
01/01/2025;85,0;-4,2;79,6;1,5
01/02/2025;79,7;-5,1;78,3;-1,6
01/03/2025;87,1;5,7;82,4;5,2
01/04/2025;78,8;-5,6;77,3;-6,2
01/05/2025;75,7;-2,1;75,5;-2,3
01/06/2025;72,7;-9,1;75,6;0,1
01/07/2025;79,7;-8,2;75,9;0,4
01/08/2025;72,1;-3,2;80,1;5,5
01/09/2025;79,4;8,0;80,3;0,2
01/10/2025;80,8;2,8;78,9;-1,7
01/11/2025;77,4;-3,7;77,8;-1,4
01/12/2025;70,3;5,2;80,6;3,6
01/01/2026;79,2;-6,8;76,7;-4,8
01/02/2026;79,3;-0,5;78,9;2,9
01/03/2026;94,2;8,2;85,3;8,1
