datum,originalwert_2021100,originalwert_vernderung_gegenber_vorjahresmonat_in_,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_2021100,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_vernderung_gegenber_vorsmonat_in_
01/11/2023,91.3,-7.5,84.4,3.3
01/12/2023,96.6,-5.8,87.4,3.6
01/01/2024,99.5,-3.3,86.0,-1.6
01/02/2024,88.5,-5.7,81.7,-5.0
01/03/2024,86.1,-12.0,80.9,-1.0
01/04/2024,80.3,-5.0,81.7,1.0
01/05/2024,75.2,-0.4,82.3,0.7
01/06/2024,74.0,1.8,83.7,1.7
01/07/2024,74.6,-0.4,81.2,-3.0
01/08/2024,73.6,2.5,82.4,1.5
01/09/2024,75.3,5.6,82.3,-0.1
01/10/2024,79.2,-5.5,77.0,-6.4
01/11/2024,90.1,-1.3,83.5,8.4
01/12/2024,93.1,-3.6,84.4,1.1
01/01/2025,96.5,-3.0,83.4,-1.2
01/02/2025,85.8,-3.1,82.4,-1.2
01/03/2025,87.2,1.3,81.7,-0.8
01/04/2025,78.2,-2.6,79.8,-2.3
01/05/2025,79.9,6.3,87.5,9.6
01/06/2025,75.0,1.4,85.1,-2.7
01/07/2025,77.1,3.4,84.0,-1.3
01/08/2025,74.8,1.6,84.3,0.4
01/09/2025,78.8,4.6,85.9,1.9
01/10/2025,90.4,14.1,88.3,2.8
01/11/2025,88.6,-1.7,82.1,-7.0
01/12/2025,89.9,-3.4,80.6,-1.8
01/01/2026,103.7,7.5,89.7,11.3
01/02/2026,95.6,11.4,91.8,2.3
01/03/2026,94.6,8.5,88.1,-4.0
